entityid,secteur,code,cepage,commune,date,sucres,acidite_totale,ph,indice,acide_tartrique,potasse,azote_amm
05cad2b8-4f99-4a28-9366-a2541dfdef40,Maconnais,BRE,Chardonnay,Fuissé,29-août-11,197,5,43,3,7,36,27
f3b6d747-f35a-4b8b-911a-b7a55bc10eed,Maconnais,BUR,Chardonnay,Fuissé,29-août-11,189,5,35,3,18,35,32
f1aeec6f-4f10-45ce-b7c8-3794482e4429,Maconnais,DUF,Gamay,St.Amour,29-août-11,206,5,79,3,7,35,57
cc6a0abe-1abb-4828-be99-a82d3b1561ed,Maconnais,FER,Chardonnay,Fuissé,29-août-11,210,5,1,3,1,41,91
d9aeb19b-0916-4fd3-b2e1-6c2bd7a71d9a,Maconnais,LEB,Gamay,St.Amour,29-août-11,202,6,8,3,9,33,22
d31ede26-d095-45ad-8cd4-4164fd07fa66,Maconnais,VIN,Chardonnay,Fuissé,29-août-11,200,5,32,3,14,37,59
88d010a7-c28a-4344-a6d5-9a9321715bb5,Maranges,ES3,Pinot,Cheilly-les-Maranges,29-août-11,152,7,22,2,98,21,5
15512708-56cc-44d3-80bd-c698fb4ef469,Maranges,ES4,Pinot,Cheilly-les-Maranges,29-août-11,174,6,79,2,97,25,62
bfc03de4-0ddf-4862-b825-ff648a50dce3,Couchois,ES1,Pinot,St.Maurice-les-Couches,01-sept-11,205,5,96,3,7,34,39
3b6b4d3c-8b2b-48f3-9012-70b1642ed755,Couchois,ES2,Pinot,St.Sernin-du-Plain,01-sept-11,190,6,9,3,9,27,53
fcb7dbe4-8e6b-4511-8657-34f4c69b967f,Maconnais,ADO,Gamay,St.Amour,01-sept-11,207,5,95,3,14,34,78
a658a95d-c2d2-4714-b842-21a26deea2b2,Maconnais,AUF,Gamay,St.Amour,01-sept-11,202,5,62,3,21,35,94
6bb397b4-417f-449f-ac74-7d69a8c1872b,Maconnais,BRE,Chardonnay,Fuissé,01-sept-11,204,5,65,3,14,36,1
7a76a862-ab42-4ef0-8150-c43381189661,Maconnais,BUR,Chardonnay,Fuissé,01-sept-11,195,5,19,3,22,37,57
05a2382c-dc73-482b-8f7d-961eadcda2fc,Maconnais,VIN,Chardonnay,Fuissé,01-sept-11,205,5,28,3,21,38,82
aa7c0416-091d-46f0-8439-78a23baa9fac,Maranges,ES3,Pinot,Cheilly-les-Maranges,01-sept-11,177,5,94,3,9,29,79
0a9a7db5-875a-4b29-afa8-2ccd4a19773f,Maranges,ES4,Pinot,Cheilly-les-Maranges,01-sept-11,183,6,63,2,98,27,6
b040aa81-d8f1-45d3-825f-9c44830dc7b8,Maconnais,ADO,Gamay,St.Amour,16-août-12,87,15,2,7,5,8,
6f48b98f-912a-408a-99ad-044f0b04a112,Maconnais,AUF,Gamay,St.Amour,16-août-12,93,14,9,2,77,6,24
542bcd7f-6317-485a-a9fb-62b1bacb193c,Maconnais,BRE,Chardonnay,Fuissé,16-août-12,89,13,1,2,82,6,79
d78ae831-8cb3-49ee-830e-5ce4824b51fc,Maconnais,BUR,Chardonnay,Fuissé,16-août-12,109,12,3,2,85,8,86
67214cbb-e6cf-45af-af41-f5cfdb5b8671,Maconnais,DUF,Gamay,St.Amour,16-août-12,105,12,5,2,78,8,4
c38c243b-cecf-47c3-b6c3-ff7ee5b9920a,Maconnais,FER,Chardonnay,Fuissé,16-août-12,99,12,5,2,78,7,92
b8246f33-e4dc-42c8-bb44-a13411318258,Maconnais,LEB,Gamay,St.Amour,16-août-12,99,12,6,2,77,7,85
f736328b-c9bb-4694-ac36-64940b61240d,Maconnais,VIN,Chardonnay,Fuissé,16-août-12,103,12,2,8,8,58,
0171e8ae-7a2f-46a3-8f1b-aca643f93f3e,Maconnais,ADO,Gamay,St.Amour,20-août-12,130,12,6,2,76,10,31
076934bd-1a5e-4cf7-a373-1c4c40ee8155,Maconnais,AUF,Gamay,St.Amour,20-août-12,116,13,1,2,83,8,85
aa731d6e-2772-477e-9c68-e47b34570a06,Maconnais,BRE,Chardonnay,Fuissé,20-août-12,132,12,2,2,88,10,81
1c9e35e6-908f-4226-b554-f049d1ae9af3,Maconnais,BUR,Chardonnay,Fuissé,20-août-12,145,8,7,2,97,16,66
76b8f7ba-fb49-4fa3-895d-c14e8d0e5577,Maconnais,DUF,Gamay,St.Amour,20-août-12,141,10,7,2,88,13,17
39c1aa03-21f1-4964-b08c-f2c61f6b8aec,Maconnais,FER,Chardonnay,Fuissé,20-août-12,134,10,8,2,86,12,4
db3e8dfb-b830-4bab-b7a9-3e4b92234002,Maconnais,LEB,Gamay,St.Amour,20-août-12,138,10,7,2,85,12,89
b444991b-4c6a-4895-af59-45d1781f1b6b,Maconnais,VIN,Chardonnay,Fuissé,20-août-12,143,10,4,2,85,13,75
2c9ef5d9-cf68-4b23-b91c-06ed8900027d,Couchois,ES1,Pinot,St.Maurice-les-Couches,23-août-12,132,10,2,2,8,12,94
3076f0aa-4fa5-4ebb-99ff-bef39c7f8e07,Couchois,ES2,Pinot,St.Sernin-du-Plain,23-août-12,132,12,6,2,82,10,47
b0310e07-5c49-4174-b5c0-9e0f161bc529,Maconnais,ADO,Gamay,St.Amour,23-août-12,141,10,5,2,86,13,42
6a384967-17b0-4093-b8ae-35feecd07e96,Maconnais,AUF,Gamay,St.Amour,23-août-12,138,10,2,2,96,13,52
2204c828-b464-420a-a22e-b719b575ecc6,Maconnais,BRE,Chardonnay,Fuissé,23-août-12,159,8,3,3,1,19,15
9746fc87-1260-4e2d-9b9a-358ac7b0482b,Maconnais,BUR,Chardonnay,Fuissé,23-août-12,138,8,6,2,99,16,4
05c56eac-6c83-4bde-8409-4df91d5fac31,Maconnais,DUF,Gamay,St.Amour,23-août-12,136,9,5,2,9,14,31
30273967-bb09-4e5c-b8b9-09c45ce091d9,Maconnais,FER,Chardonnay,Fuissé,23-août-12,138,9,2,93,15,33,
09522ace-1d7e-4fba-8cf3-cc2a1a65edd3,Maconnais,LEB,Gamay,St.Amour,23-août-12,150,9,2,91,16,66,
d2f48036-cc12-4cea-a808-5c3897a1bccc,Maconnais,VIN,Chardonnay,Fuissé,23-août-12,154,8,1,2,92,19,1
4a17605a-1e26-4ff3-85e2-87a75d2f941a,Maranges,ES3,Pinot,Cheilly-les-Maranges,23-août-12,134,10,8,2,83,12,4
9a6e5114-56dc-4146-9078-0fdf50dc9562,Maranges,ES4,Pinot,Cheilly-les-Maranges,23-août-12,106,13,1,2,68,8,9
8071bda1-46ae-4cc2-b72e-a21bd83d7efd,Couchois,ES1,Pinot,St.Maurice-les-Couches,27-août-12,150,8,1,2,89,18,51
bf102b15-287e-49da-90d0-95153db0a1fc,Couchois,ES2,Pinot,St.Sernin-du-Plain,27-août-12,132,10,2,2,87,12,94
1b232121-faff-458f-935b-5653881335f4,Maconnais,ADO,Gamay,St.Amour,27-août-12,143,8,9,2,89,16,6
9bc9870f-73b6-4664-b90b-fb84dcdd8a95,Maconnais,AUF,Gamay,St.Amour,27-août-12,140,9,3,1,15,55,9
96828932-21cf-476a-875d-5645ee1294e9,Maconnais,BRE,Chardonnay,Fuissé,27-août-12,159,7,5,3,5,21,2
e43404ae-fc2b-4c17-b7af-b3aef66042ce,Maconnais,BUR,Chardonnay,Fuissé,27-août-12,156,7,1,3,6,21,97
00099e7a-f18f-45a6-a6ba-2a1926e2b1f8,Maconnais,DUF,Gamay,St.Amour,27-août-12,149,8,3,2,97,17,95
e95ff23a-f0dc-4861-81e4-901486ddedd6,Maconnais,FER,Chardonnay,Fuissé,27-août-12,147,7,9,2,95,18,6
e9a25a6d-f20f-43e5-940b-f0e4d4c7981c,Maconnais,LEB,Gamay,St.Amour,27-août-12,156,8,3,2,97,18,79
20d622dc-fe9d-49e3-a988-105a599e0afa,Maconnais,VIN,Chardonnay,Fuissé,27-août-12,154,7,4,2,97,20,81
8b3264dd-ce09-4f1f-b280-23fad3aca3cd,Maranges,ES3,Pinot,Cheilly-les-Maranges,27-août-12,125,9,8,2,85,12,75
00c04493-67a1-48a0-9f36-29453e630c83,Maranges,ES4,Pinot,Cheilly-les-Maranges,27-août-12,118,11,3,2,73,10,44
93c800d1-3719-477e-9ceb-ebf7a46cecaf,Couchois,ES1,Pinot,St.Maurice-les-Couches,30-août-12,155,7,83,2,89,19,79
13ef16d6-20b2-46e1-b013-ee730ddf20b4,Couchois,ES2,Pinot,St.Sernin-du-Plain,30-août-12,140,10,24,2,89,13,67
181f6faa-866c-4a82-ba2a-181a4172c0d8,Maconnais,ADO,Gamay,St.Amour,30-août-12,164,9,14,2,92,17,94
57b5892a-caa3-40b3-935b-deda0f5a5ed8,Maconnais,AUF,Gamay,St.Amour,30-août-12,140,9,49,3,1,14,75
09f0147a-704a-476b-a9b8-ecd15436db8c,Maconnais,BRE,Chardonnay,Fuissé,30-août-12,164,8,3,20,5,9,6
be961900-2c57-489b-8afa-d044d5109547,Maconnais,BUR,Chardonnay,Fuissé,30-août-12,164,7,18,3,8,22,84
3fa34939-3469-4fda-8961-8d60c0a39ca1,Maconnais,DUF,Gamay,St.Amour,30-août-12,169,8,13,3,2,20,78
1860c5e9-be9c-4c00-8c3d-d2aced75dec7,Maconnais,FER,Chardonnay,Fuissé,30-août-12,165,7,5,3,22,8,8
51b38ca4-6fe2-4f28-9abd-409cf6ce0382,Maconnais,LEB,Gamay,St.Amour,30-août-12,160,8,69,3,18,41,9
758e0586-7e1a-4b1d-8636-e1c17aa5c406,Maconnais,VIN,Chardonnay,Fuissé,30-août-12,171,6,42,3,4,26,63
c0f31778-ba21-4d75-8030-c0a5f818e903,Maranges,ES3,Pinot,Cheilly-les-Maranges,30-août-12,135,8,82,2,89,15,3
bfcd809f-c6fa-474a-89c0-ac16f0886fef,Maranges,ES4,Pinot,Cheilly-les-Maranges,30-août-12,118,10,28,2,74,11,47
990a8616-7b48-4c87-8df0-9563e4f2b8f7,Couchois,ES1,Pinot,St.Maurice-les-Couches,03-sept-12,165,7,7,2,82,21,42
e0499f27-13ac-4d7d-9621-7f0dbe2f804e,Couchois,ES2,Pinot,St.Sernin-du-Plain,03-sept-12,167,9,5,2,88,17,57
7a8ad899-9f12-4af1-b4e3-13b6b2bbec93,Maconnais,ADO,Gamay,St.Amour,03-sept-12,177,8,2,2,89,21,58
3ce6ab27-2d6b-41f6-b97f-02a8ada9926a,Maconnais,AUF,Gamay,St.Amour,03-sept-12,160,9,2,2,97,17,39
5a297d67-46d9-4cf2-bddd-3769847dc0af,Maconnais,BRE,Chardonnay,Fuissé,03-sept-12,195,7,8,2,97,25,8
cc736d41-cf23-4384-ba1a-98c7449027a8,Maconnais,BUR,Chardonnay,Fuissé,03-sept-12,184,7,1,3,3,25,91
0f12b677-e288-46d1-b523-a5812ca73e4e,Maconnais,DUF,Gamay,St.Amour,03-sept-12,182,7,7,2,98,23,63
3c39eb98-1634-4f1f-91f6-89e6d2a9a86a,Maconnais,FER,Chardonnay,Fuissé,03-sept-12,191,7,7,2,98,24,8
13fead6b-c9f6-4aed-ab90-f54acffcb1a5,Maconnais,LEB,Gamay,St.Amour,03-sept-12,173,8,2,94,21,62,7
cd015b90-56ff-445a-a1ae-44d949ec8e14,Maconnais,VIN,Chardonnay,Fuissé,03-sept-12,189,6,6,2,98,28,63
9e9bba25-bc18-4c4e-87aa-4f44d8377a85,Maranges,ES3,Pinot,Cheilly-les-Maranges,03-sept-12,163,8,6,2,86,18,95
df31fe3a-04de-49f4-9c63-62701392ac44,Maranges,ES4,Pinot,Cheilly-les-Maranges,03-sept-12,143,9,7,2,74,14,74
194e9ad8-e8d7-4e80-a8dc-f58705b0b9e9,Couchois,ES1,Pinot,St.Maurice-les-Couches,06-sept-12,182,7,2,2,9,25,27
ef725665-9ec2-4772-bf6e-e5c08e22a537,Couchois,ES2,Pinot,St.Sernin-du-Plain,06-sept-12,162,9,3,2,84,17,41
03d81a66-3745-4036-a88d-ca338d40e913,Maconnais,ADO,Gamay,St.Amour,06-sept-12,191,8,1,2,94,23,58
c5ae8cf1-9024-46ef-98aa-ff7eaecf7477,Maconnais,AUF,Gamay,St.Amour,06-sept-12,175,8,5,3,1,20,58
2f2b5cd3-b727-4f8d-bfc8-f342c718da72,Maconnais,BRE,Chardonnay,Fuissé,06-sept-12,211,6,9,3,6,30,57
733754cc-d0b0-489b-ba71-587a68b7c2b2,Maconnais,BUR,Chardonnay,Fuissé,06-sept-12,203,6,4,3,2,31,71
ae0d5419-8abf-4e82-882b-4b8618ebc545,Maconnais,DUF,Gamay,St.Amour,06-sept-12,188,7,9,3,2,23,79
3e4d192b-db9d-4a28-97db-d825c87c47eb,Maconnais,FER,Chardonnay,Fuissé,06-sept-12,204,6,8,3,1,30,7
45fcf23c-dba0-4be5-b8c9-635e470453ba,Maconnais,LEB,Gamay,St.Amour,06-sept-12,200,7,8,3,2,25,64
06811864-1dba-4791-84d4-a1a08f910d5b,Maconnais,VIN,Chardonnay,Fuissé,06-sept-12,194,6,5,3,6,29,84
d0570b84-cc20-430c-a707-e16c26700f6c,Maranges,ES3,Pinot,Cheilly-les-Maranges,06-sept-12,165,8,1,2,95,20,37
a69e8e84-d6ed-43af-b14a-fb44de81a90f,Maranges,ES4,Pinot,Cheilly-les-Maranges,06-sept-12,155,9,4,2,77,16,48
8889feb5-0c10-4ed4-a033-1b5e7577328d,Couchois,ES1,Pinot,St.Maurice-les-Couches,10-sept-12,214,6,3,2,99,33,96
a6cdfd47-c42c-4e6c-8a6b-f08beecaa681,Couchois,ES2,Pinot,St.Sernin-du-Plain,10-sept-12,176,8,9,2,95,19,77
cf83a799-b9b6-4844-a003-5349f210dc52,Maconnais,ADO,Gamay,St.Amour,10-sept-12,195,7,2,2,95,27,8
685f6fb5-a25a-4058-9747-f008d75ca6b4,Maconnais,AUF,Gamay,St.Amour,10-sept-12,178,8,1,3,4,21,97
647d36bc-4bbb-42b1-bcfc-3ab6c614ea70,Maconnais,BRE,Chardonnay,Fuissé,10-sept-12,210,6,2,3,11,33,87
f5071341-1561-4573-9226-63ce5a91552e,Maconnais,BUR,Chardonnay,Fuissé,10-sept-12,192,6,3,3,8,30,47
d81121c6-a441-4d68-b08a-1bb1a9d37fd0,Maconnais,DUF,Gamay,St.Amour,10-sept-12,201,7,2,3,1,27,91
9ab6aec4-4206-4909-899a-74c1c3a51f2a,Maconnais,FER,Chardonnay,Fuissé,10-sept-12,206,6,4,3,4,32,18
767abdc4-1f2f-4210-8134-72627dc8bdc1,Maconnais,LEB,Gamay,St.Amour,10-sept-12,197,7,1,2,99,27,74
60f9f887-43a6-483a-bf25-e0daffb126b2,Maconnais,VIN,Chardonnay,Fuissé,10-sept-12,205,6,2,3,4,33,6
83d3fb6b-5032-4076-961e-0a6d42079b2e,Maranges,ES3,Pinot,Cheilly-les-Maranges,10-sept-12,188,7,2,3,1,26,11
6fdffc8c-6158-4baa-ac31-f3ae22ba4aa9,Maranges,ES4,Pinot,Cheilly-les-Maranges,10-sept-12,176,8,1,2,86,21,72
2a673f83-bd4d-4db4-9943-2ce31f87e787,Couchois,ES1,Pinot,St.Maurice-les-Couches,13-sept-12,197,6,1,2,95,32,29
8752713c-a86d-4574-8892-0b7ba1f7bb3d,Couchois,ES2,Pinot,St.Sernin-du-Plain,13-sept-12,193,8,3,2,93,23,25
e143b033-f449-4110-9896-8b5943bdbbce,Maconnais,ADO,Gamay,St.Amour,13-sept-12,210,6,9,2,94,30,43
d8e263a0-420f-4b90-951d-dd5993701940,Maconnais,AUF,Gamay,St.Amour,13-sept-12,194,6,7,3,6,28,95
1fe34743-d5e3-4e24-85c4-f9ba78bdc5d7,Maconnais,BRE,Chardonnay,Fuissé,13-sept-12,219,5,5,3,9,39,81
b5d31c29-08e9-4d51-855a-8a8edb5dcae9,Maconnais,BUR,Chardonnay,Fuissé,13-sept-12,202,5,5,3,13,36,72
2721d14f-c01e-41ab-b610-227603f6ab85,Maconnais,DUF,Gamay,St.Amour,13-sept-12,209,6,1,3,5,34,26
b958b32a-666c-4db4-aa1a-c19c81384877,Maconnais,FER,Chardonnay,Fuissé,13-sept-12,214,5,8,3,7,36,89
3f0eb20c-ca7d-4cc3-9306-34fc83dbd451,Maconnais,LEB,Gamay,St.Amour,13-sept-12,210,6,8,3,2,30,88
22585502-45df-4aae-87a9-e049bb265e14,Maconnais,VIN,Chardonnay,Fuissé,13-sept-12,210,5,6,3,4,37,5
d14f72d5-4cf9-45dc-a2af-238839304e59,Maranges,ES3,Pinot,Cheilly-les-Maranges,13-sept-12,195,6,6,2,99,29,54
1aaea0ba-ec85-4be2-9eec-79222791a406,Maranges,ES4,Pinot,Cheilly-les-Maranges,13-sept-12,179,7,3,2,83,24,52
5951fd9c-0c66-44f3-9462-c4e1296b57fc,Couchois,ES1,Pinot,St.Maurice-les-Couches,17-sept-12,217,5,5,2,98,39,45
6ac0462c-4f4a-4fab-848d-7fb3f756a540,Couchois,ES2,Pinot,St.Sernin-du-Plain,17-sept-12,202,7,4,3,27,29,7
b723ff47-18da-448a-a9a6-6eb8ebb9c274,Maconnais,ADO,Gamay,St.Amour,17-sept-12,215,6,3,3,4,34,12
fa1ce079-5c03-4b0d-90c0-3e95b18ce267,Maconnais,AUF,Gamay,St.Amour,17-sept-12,192,6,6,3,12,29,9
47d1458a-acb7-4f5e-9de5-2bde1b8a6c39,Maconnais,LEB,Gamay,St.Amour,17-sept-12,209,6,3,3,7,33,17
9ab6a4a0-d0b7-4ec7-ae3a-f8ed6faf1c07,Maranges,ES3,Pinot,Cheilly-les-Maranges,17-sept-12,208,6,2,3,3,33,54
090fa4e8-89a3-459c-96fa-ac11406d35f5,Maranges,ES4,Pinot,Cheilly-les-Maranges,17-sept-12,184,7,3,2,87,25,2
f49e18a1-4bbf-4444-b204-260c81c95a82,Couchois,ES1,Pinot,St.Maurice-les-Couches,20-sept-12,224,5,2,3,6,43,7
c31a99a9-3bbd-46f7-a69c-d769041cb6b5,Couchois,ES2,Pinot,St.Sernin-du-Plain,20-sept-12,205,7,5,3,2,27,33
547e50b1-b3cf-41d7-a002-c581e64b60a4,Maranges,ES3,Pinot,Cheilly-les-Maranges,20-sept-12,191,6,2,3,4,30,8
91bf2ffe-5e4a-4c27-af32-66014ac603b4,Maranges,ES4,Pinot,Cheilly-les-Maranges,20-sept-12,203,6,5,3,31,23,6
