entityid,secteur,code,cepage,commune,date,sucres,acidite_totale,ph,indice,acide_tartrique,potasse,azote_amm
45d8f3d5-2d2f-418e-97c1-fe23700c367e,Maconnais,BRE,Chardonnay,Fuissé,26-août-10,118,12,3,2,9,9,59
5c3dc5f8-2e3d-4566-aaee-89762466eb4a,Maconnais,BUR,Chardonnay,Fuissé,26-août-10,125,10,9,2,99,11,46
65f1049d-0244-4487-801e-ec2d17c8df8b,Maconnais,FER,Chardonnay,Fuissé,26-août-10,130,10,7,2,89,12,14
05abeb67-70d5-4f0e-a15c-a49d6916c27a,Maconnais,VIN,Chardonnay,Fuissé,26-août-10,132,11,3,2,9,11,68
5112b8d9-6efc-4a55-a4b0-34b9c4d4e2c2,Maconnais,ADO,Gamay,St.Amour,26-août-10,138,11,2,87,12,54,9
39b22639-0b58-422a-946c-c74f64fc35ff,Maconnais,AUF,Gamay,St.Amour,26-août-10,147,9,6,2,97,15,31
c9bd6754-a2c4-43d0-ad90-6357b60dbdd8,Maconnais,DUF,Gamay,St.Amour,26-août-10,145,9,3,2,96,15,59
4401a5bb-138a-4785-8484-6cf4e8039f52,Maconnais,LEB,Gamay,St.Amour,26-août-10,136,10,2,2,91,13,33
057694cb-0f9b-427e-b6e6-cf19fb558f9f,Couchois,ES1,Pinot,St.Maurice-les-Couches,26-août-10,136,11,6,2,72,11,72
c532df75-70e2-4944-aebd-833db93e84ee,Couchois,ES2,Pinot,St.Sernin-du-Plain,26-août-10,127,14,2,71,9,7,9
0cf12975-5f15-4d46-9021-c7ac7b0e9228,Maranges,ES3,Pinot,Cheilly-les-Maranges,26-août-10,109,14,2,2,63,7,67
cc6eec6d-eeeb-448b-8813-8f0df4a25651,Maranges,ES4,Pinot,Cheilly-les-Maranges,26-août-10,125,13,1,2,7,9,54
692da40f-9dd8-4138-bfec-6cb371f44c15,Maconnais,BRE,Chardonnay,Fuissé,30-août-10,132,11,7,2,93,11,28
7144cae9-741e-4f0b-9bb9-42af136a6830,Maconnais,BUR,Chardonnay,Fuissé,30-août-10,147,8,6,2,98,17,9
3c419656-1c4e-43b0-b5d4-6e03e3aeda01,Maconnais,FER,Chardonnay,Fuissé,30-août-10,150,9,8,2,88,15,3
cc92447b-9f53-4ca6-95c1-e86acf6902a5,Maconnais,VIN,Chardonnay,Fuissé,30-août-10,159,9,2,93,17,66,8
884c2ddd-72f0-4b18-b8d4-caacb01c86f1,Maconnais,ADO,Gamay,St.Amour,30-août-10,170,8,8,2,93,19,31
56923314-8192-4c43-b423-5695ae122f2d,Maconnais,AUF,Gamay,St.Amour,30-août-10,168,7,6,3,1,22,1
40bda0c5-c0f3-4aef-bbf5-a968b998edb4,Maconnais,DUF,Gamay,St.Amour,30-août-10,168,8,2,2,97,20,48
8c4378dd-e87f-4216-b408-602c3cbf95a4,Maconnais,LEB,Gamay,St.Amour,30-août-10,152,9,6,2,89,15,83
b690a3bf-06f2-4311-a9c3-3afd4815d1f0,Couchois,ES1,Pinot,St.Maurice-les-Couches,30-août-10,150,9,7,2,77,15,46
614874ed-6862-4599-9714-94f86735ae6f,Couchois,ES2,Pinot,St.Sernin-du-Plain,30-août-10,145,11,4,2,81,12,71
a7d2959f-16ce-4bb6-8dc5-fa2d81d56ff5,Maranges,ES3,Pinot,Cheilly-les-Maranges,30-août-10,138,11,2,83,12,54,8
4a9ca195-857c-4512-90fa-224a40200d74,Maranges,ES4,Pinot,Cheilly-les-Maranges,30-août-10,125,12,3,2,75,10,16
569185d3-c441-4d2e-b0e5-826c2f942755,Maconnais,BRE,Chardonnay,Fuissé,02-sept-10,138,10,7,3,1,12,89
4d5334fc-3399-4f2c-acd2-aeba944d6981,Maconnais,BUR,Chardonnay,Fuissé,02-sept-10,163,7,8,3,8,20,89
d2f69bb5-e56a-43f0-8643-cad18d6f9ae5,Maconnais,FER,Chardonnay,Fuissé,02-sept-10,161,8,7,2,97,18,5
9f869a54-44fb-44c5-8ba8-f5a823e3c177,Maconnais,VIN,Chardonnay,Fuissé,02-sept-10,163,9,3,18,11,9,5
52c6f88b-ed33-4a4b-803d-b5ce76b4d6ca,Maconnais,ADO,Gamay,St.Amour,02-sept-10,163,9,2,98,18,11,9
c6477f0e-b648-4024-9676-8d9fc8df2415,Maconnais,AUF,Gamay,St.Amour,02-sept-10,170,7,7,3,2,22,7
ceec4d20-c777-4135-9eb6-c62da9a2e0bd,Maconnais,DUF,Gamay,St.Amour,02-sept-10,174,8,3,21,75,9,9
8fd5a761-8ac6-405f-a535-05e22a9ef9c5,Maconnais,LEB,Gamay,St.Amour,02-sept-10,170,8,3,2,99,20,48
f2cabaf2-0475-40a5-8300-beb7d0ae2137,Couchois,ES1,Pinot,St.Maurice-les-Couches,02-sept-10,147,9,7,2,79,15,15
f4615b61-70f8-4ee3-9e1e-8c69ddb76b66,Couchois,ES2,Pinot,St.Sernin-du-Plain,02-sept-10,145,12,4,2,77,11,69
0bdc2786-4937-45e6-80e4-120eb00c2c8e,Maranges,ES3,Pinot,Cheilly-les-Maranges,02-sept-10,150,11,1,2,87,13,51
a2efc69a-6615-4a05-93a8-1959dbc21e9e,Maranges,ES4,Pinot,Cheilly-les-Maranges,02-sept-10,138,11,7,2,79,11,79
7437f511-7d72-44aa-819a-a4712f43dc14,Maconnais,BRE,Chardonnay,Fuissé,06-sept-10,1715,9,28,3,2,18,48
4e938532-3476-4206-8d7c-e65d4f18a2b0,Maconnais,BUR,Chardonnay,Fuissé,06-sept-10,1738,7,14,3,4,24,34
3cef6511-ba30-4862-afa2-1ab7a23a4df1,Maconnais,FER,Chardonnay,Fuissé,06-sept-10,1874,7,91,2,97,23,69
29e5d10f-f6a7-4d77-b84a-866dc5e44c07,Maconnais,VIN,Chardonnay,Fuissé,06-sept-10,1908,7,65,3,1,24,94
4e3c4e7f-d064-4b8e-bbd1-32bc0f7e47bc,Maconnais,ADO,Gamay,St.Amour,06-sept-10,1919,7,62,2,99,25,18
b84d18d7-336a-4a76-8e61-062ad9367ceb,Maconnais,AUF,Gamay,St.Amour,06-sept-10,1919,7,32,3,4,26,21
ef21af55-f210-48e4-924b-63fb37b77dee,Maconnais,DUF,Gamay,St.Amour,06-sept-10,1715,8,18,2,97,20,96
0610f72a-32ab-4b51-b5a9-e22d7c42e1e7,Maconnais,LEB,Gamay,St.Amour,06-sept-10,1783,8,3,3,1,21,48
c4504aeb-66f2-476d-b506-069cb846e358,Couchois,ES1,Pinot,St.Maurice-les-Couches,06-sept-10,1828,8,19,2,9,22,31
a8c9f3c2-2477-4e29-b1f3-920984d6201b,Couchois,ES2,Pinot,St.Sernin-du-Plain,06-sept-10,1659,11,4,2,88,14,55
ec35bbe3-98ec-4218-a2a5-f6a4745d3964,Maranges,ES3,Pinot,Cheilly-les-Maranges,06-sept-10,1682,9,46,2,95,17,78
37436c65-a700-4835-9b56-1f240cead974,Maranges,ES4,Pinot,Cheilly-les-Maranges,06-sept-10,1604,10,4,2,86,15,97
c3fbf29d-01ce-4fcd-8100-8f96aa296756,Maconnais,BRE,Chardonnay,Fuissé,09-sept-10,160,8,89,3,4,17,99
c435a6c3-6c19-4b59-9f7f-bba9d4836ba8,Maconnais,BUR,Chardonnay,Fuissé,09-sept-10,175,6,74,3,12,25,96
d9bbbf52-22c4-40bb-a94a-85f71e9470ca,Maconnais,FER,Chardonnay,Fuissé,09-sept-10,155,8,15,3,19,1,8
d12c4546-91d6-44a2-aa5a-82f63690e1dc,Maconnais,VIN,Chardonnay,Fuissé,09-sept-10,180,7,59,3,3,23,71
cf3a99d0-09bf-441b-8cf1-9df2673d4d11,Maconnais,ADO,Gamay,St.Amour,09-sept-10,180,7,83,3,5,22,98
00e31067-90f9-43f4-bc07-470c5cfe9af2,Maconnais,AUF,Gamay,St.Amour,09-sept-10,181,7,48,3,9,24,19
b762e1fc-d2fc-4517-a627-240cbf1cb288,Maconnais,DUF,Gamay,St.Amour,09-sept-10,189,7,15,3,7,26,43
c23cf6db-52a9-4741-a75b-51f77887d2c1,Maconnais,LEB,Gamay,St.Amour,09-sept-10,178,7,8,3,7,22,82
5bcfa3be-5bd5-4d06-8cd7-2a5953c1fdf0,Couchois,ES1,Pinot,St.Maurice-les-Couches,09-sept-10,175,8,24,2,99,21,23
80a70727-2199-48b3-a7fb-4526e0a52bbc,Couchois,ES2,Pinot,St.Sernin-du-Plain,09-sept-10,153,10,83,2,96,14,12
46a6a24b-2b2a-421d-a1d7-8f7198a11ba2,Maranges,ES3,Pinot,Cheilly-les-Maranges,09-sept-10,162,9,1,3,4,17,8
a84bda0c-f40a-42cf-9745-d69713b98b1e,Maranges,ES4,Pinot,Cheilly-les-Maranges,09-sept-10,167,9,8,3,1,18,39
db3f1836-74ba-470f-a36d-4d02092c1ef6,Maconnais,BRE,Chardonnay,Fuissé,13-sept-10,178,8,32,3,4,21,39
fdf46100-d9a9-43f0-a194-f5d0b7fc13e4,Maconnais,BUR,Chardonnay,Fuissé,13-sept-10,186,6,32,3,13,29,43
f22322b7-3b3a-414b-a996-f37659e3c76c,Maconnais,FER,Chardonnay,Fuissé,13-sept-10,182,7,68,3,3,23,69
e9ed9ad6-a206-4eb9-9b61-bfc156605074,Maconnais,VIN,Chardonnay,Fuissé,13-sept-10,198,7,13,3,8,27,76
22cf1340-e356-441a-84f2-40f33eab4a57,Maconnais,ADO,Gamay,St.Amour,13-sept-10,200,7,22,3,2,27,7
38ef6b7c-b260-4905-8bf2-4eeeeecf0c3b,Maconnais,AUF,Gamay,St.Amour,13-sept-10,191,6,59,3,8,28,98
8c188532-e54d-46ed-a69f-9004c6f359b8,Maconnais,DUF,Gamay,St.Amour,13-sept-10,191,6,95,3,4,27,48
1ef5cb33-9a8b-47a7-8cc6-8d0ffec385f3,Maconnais,LEB,Gamay,St.Amour,13-sept-10,187,7,25,3,5,25,79
6e298ac4-e062-4787-a4d0-165a94377765,Couchois,ES1,Pinot,St.Maurice-les-Couches,13-sept-10,187,7,94,2,95,23,55
a509105e-cc7b-4245-8ce4-2ef7632dd844,Couchois,ES2,Pinot,St.Sernin-du-Plain,13-sept-10,172,9,38,2,93,18,33
37d99fc4-8615-4999-aaf1-843d946ae808,Maranges,ES3,Pinot,Cheilly-les-Maranges,13-sept-10,179,8,73,3,2,20,5
b931d5a8-8851-48f9-9305-78e28383856d,Maranges,ES4,Pinot,Cheilly-les-Maranges,13-sept-10,164,9,26,2,95,17,71
f3a615b8-4893-4196-8169-afbebed1f389,Maconnais,BRE,Chardonnay,Fuissé,16-sept-10,193,7,56,3,1,25,52
a7f9c143-f982-47a5-9617-8514c5bec53e,Maconnais,BUR,Chardonnay,Fuissé,16-sept-10,193,6,43,3,13,30,1
cd319aee-0a4d-43ee-81e5-12b23ab2c5e2,Maconnais,FER,Chardonnay,Fuissé,16-sept-10,187,7,1,3,1,26,33
f1399f46-e9a2-4ba6-97ee-048c1e3e86fb,Maconnais,VIN,Chardonnay,Fuissé,16-sept-10,199,6,96,3,9,28,59
d4bfb008-0373-4a89-93fc-6ec26280c341,Maconnais,ADO,Gamay,St.Amour,16-sept-10,204,7,43,3,5,27,45
e89c82e1-7a34-4c89-90ca-28f2d972807f,Maconnais,AUF,Gamay,St.Amour,16-sept-10,205,6,36,3,9,32,23
1c748d02-386a-487b-b98a-9393741ad59f,Maconnais,DUF,Gamay,St.Amour,16-sept-10,204,7,29,3,5,27,98
3614a2a3-4f52-4e5f-8159-e597af69143e,Maconnais,LEB,Gamay,St.Amour,16-sept-10,198,7,27,3,8,27,23
74d0f74a-9d6f-40ab-86b7-cfc0fddcd334,Couchois,ES1,Pinot,St.Maurice-les-Couches,16-sept-10,197,7,63,3,1,25,81
f54b7202-a7a9-4920-8f89-7f0772e69cb8,Couchois,ES2,Pinot,St.Sernin-du-Plain,16-sept-10,175,9,6,3,18,22,8
820bcc25-da12-4f92-b831-50d6211d3f54,Maranges,ES3,Pinot,Cheilly-les-Maranges,16-sept-10,175,8,16,3,5,21,44
126aef0f-406a-4379-a2a1-e53a6b45bfed,Maranges,ES4,Pinot,Cheilly-les-Maranges,16-sept-10,178,8,53,3,20,86,7
0c6372ca-6e08-466d-8e17-53fea8b843f6,Maconnais,BRE,Chardonnay,Fuissé,20-sept-10,192,7,27,3,3,26,4
766eef02-9005-4658-a4c2-ef4ceecd8a78,Maconnais,BUR,Chardonnay,Fuissé,20-sept-10,195,6,17,3,13,31,6
7c4f4091-c821-4327-8bd9-736f6f96d0fe,Maconnais,FER,Chardonnay,Fuissé,20-sept-10,192,6,72,3,1,28,57
d1bcb041-b518-45c4-a080-f2d359255eec,Maconnais,VIN,Chardonnay,Fuissé,20-sept-10,206,6,71,3,6,30,7
4ae08c45-79be-4de2-aab5-b66451118885,Couchois,ES1,Pinot,St.Maurice-les-Couches,20-sept-10,201,7,49,3,2,26,83
e20eeb50-9e3b-4dd5-aeca-436d8d74df8d,Couchois,ES2,Pinot,St.Sernin-du-Plain,20-sept-10,186,9,79,3,18,99,9
463e7f27-1873-43e3-92b5-154d032c9aa6,Maranges,ES3,Pinot,Cheilly-les-Maranges,20-sept-10,189,8,34,3,8,22,66
2b882586-6142-4eb7-8aec-25083c5aed30,Maranges,ES4,Pinot,Cheilly-les-Maranges,20-sept-10,181,8,58,3,21,9,8
87a69a1e-c92d-48a9-90a9-ca0d376ba001,Couchois,ES1,Pinot,St.Maurice-les-Couches,23-sept-10,214,7,39,3,4,28,95
50af6aee-692a-4a82-a54a-0dd7481b972b,Couchois,ES2,Pinot,St.Sernin-du-Plain,23-sept-10,196,9,57,2,98,20,48
e5765419-008c-4c1a-8cbf-c15644944e4b,Maranges,ES3,Pinot,Cheilly-les-Maranges,23-sept-10,191,8,42,3,5,22,68
2a793db5-81a3-4a3b-8e3c-af13f0cb8c0b,Maranges,ES4,Pinot,Cheilly-les-Maranges,23-sept-10,184,8,95,2,99,20,55
329cac88-0375-4ade-8522-98c889ab5ccd,Maconnais,ADO,Gamay,St.Amour,28-juil-11,81,16,7,2,7,4,85
ce8c7c4e-a663-49f8-b073-69ed2660c295,Maconnais,AUF,Gamay,St.Amour,28-juil-11,89,16,2,2,76,5,49
aafd46a0-a822-47a7-bd01-e96004c66e78,Maconnais,BRE,Chardonnay,Fuissé,28-juil-11,93,17,2,68,5,47,
6673ab0e-75c8-4e45-bb8d-99fb6c1f3c59,Maconnais,BUR,Chardonnay,Fuissé,28-juil-11,93,15,6,2,84,5,96
692dc216-2357-41be-8aa4-f947f00be017,Maconnais,DUF,Gamay,St.Amour,28-juil-11,94,15,4,2,73,6,1
8396a91d-c9b0-4d30-8ae4-f17eba15ca60,Maconnais,FER,Chardonnay,Fuissé,28-juil-11,82,17,6,2,72,4,65
30854585-b6f2-4fd0-9be1-32b82b882dd2,Maconnais,LEB,Gamay,St.Amour,28-juil-11,100,14,5,2,7,6,89
703afe51-f8a3-4b99-aa99-1a07820d60d4,Maconnais,VIN,Chardonnay,Fuissé,28-juil-11,76,17,7,2,79,4,29
efbd84ff-83e7-42dc-b700-8fa39bec2e5a,Maconnais,ADO,Gamay,St.Amour,01-août-11,107,13,8,2,71,7,75
5b7541f6-9048-4b45-b5c1-3be356e9d283,Maconnais,AUF,Gamay,St.Amour,01-août-11,105,13,2,2,77,7,95
c815916f-93e4-40aa-bb3f-46b862d0b60c,Maconnais,BRE,Chardonnay,Fuissé,01-août-11,114,14,1,2,73,8,8
3c18352f-80f6-45cc-9976-93c28825d3c6,Maconnais,BUR,Chardonnay,Fuissé,01-août-11,107,13,3,2,88,8,4
1d569ba7-9064-4e68-810f-d0d6c900ce44,Maconnais,DUF,Gamay,St.Amour,01-août-11,114,13,2,76,8,76,
c1d3ec61-00d8-400a-be40-398b44805c60,Maconnais,FER,Chardonnay,Fuissé,01-août-11,109,14,7,2,72,7,41
a3f28fd8-a1ff-4a20-a7b7-2bf5e29584ff,Maconnais,LEB,Gamay,St.Amour,01-août-11,116,12,9,2,73,8,99
0569afc1-2b0f-4f87-bcf1-76a32e601cd3,Maconnais,VIN,Chardonnay,Fuissé,01-août-11,105,14,6,2,76,7,19
f70b6cfa-5a36-4da7-a70a-3d5d70ebe71c,Maconnais,ADO,Gamay,St.Amour,04-août-11,123,11,4,2,75,10,78
eabee9d1-b595-4c78-a7a4-7504e654abab,Maconnais,AUF,Gamay,St.Amour,04-août-11,121,11,2,2,83,10,8
783a4ebc-f4c9-4b5b-868a-b5c7e816cb5c,Maconnais,BRE,Chardonnay,Fuissé,04-août-11,118,12,6,2,73,9,36
8f537bce-4c2f-48d4-9798-7e62d7aef3db,Maconnais,BUR,Chardonnay,Fuissé,04-août-11,121,11,5,2,91,10,52
470cb07c-9b5a-48e5-90f5-e9777809187f,Maconnais,DUF,Gamay,St.Amour,04-août-11,130,10,7,2,81,12,14
0125b36e-b6d7-4590-9d66-e82b1daadf47,Maconnais,FER,Chardonnay,Fuissé,04-août-11,130,11,2,78,11,81,8
64a3a49d-4cb9-4f5c-ab26-52d14f4e05b6,Maconnais,LEB,Gamay,St.Amour,04-août-11,134,10,3,2,79,13,9
38dd6144-2b0d-435f-aab2-d396beed1019,Maconnais,VIN,Chardonnay,Fuissé,04-août-11,118,11,8,2,8,10,9
2abde587-165e-4bac-9126-12d1caa854a6,Couchois,ES1,Pinot,St.Maurice-les-Couches,08-août-11,118,11,8,2,74,10,8
ff338792-8170-4d5e-b8df-d19bf17294ff,Couchois,ES2,Pinot,St.Sernin-du-Plain,08-août-11,107,13,2,2,74,8,1
7ac490ce-d797-4a07-8806-adb4bf904926,Maconnais,ADO,Gamay,St.Amour,08-août-11,136,9,7,2,83,14,2
02dd057d-7393-41bf-9635-e087beab6725,Maconnais,AUF,Gamay,St.Amour,08-août-11,134,9,2,91,14,88,9
4baf21e3-0b0a-49bb-b57c-fd332cec890b,Maconnais,BRE,Chardonnay,Fuissé,08-août-11,132,10,1,2,77,13,6
11c801c0-1788-48ec-a457-b13d3c3b7402,Maconnais,BUR,Chardonnay,Fuissé,08-août-11,136,8,8,2,97,15,45
0b51fb37-6108-4f6d-8635-6c6bb19aa0f0,Maconnais,DUF,Gamay,St.Amour,08-août-11,141,8,7,2,87,16,2
0e0ddff7-5348-4ad1-98bb-f288f31e09a2,Maconnais,FER,Chardonnay,Fuissé,08-août-11,141,9,5,2,82,14,84
6e4be993-c108-4d7d-a106-964f283088ff,Maconnais,LEB,Gamay,St.Amour,08-août-11,138,8,8,2,85,15,68
a7e1224c-707b-4ede-a378-faca8976ee99,Maconnais,VIN,Chardonnay,Fuissé,08-août-11,132,9,4,2,86,14,4
c1987d1d-deb5-4b0f-aba0-4c1093e5b7a9,Maranges,ES3,Pinot,Cheilly-les-Maranges,08-août-11,103,13,7,2,71,7,51
6de21e30-d171-41d1-97fc-ef5765aa25e0,Maranges,ES4,Pinot,Cheilly-les-Maranges,08-août-11,109,13,5,2,65,8,7
1ccbf986-31ee-4c75-bbb0-b35374df1980,Couchois,ES1,Pinot,St.Maurice-les-Couches,11-août-11,141,10,7,2,76,13,17
818b51ad-9e21-4209-90f0-99d58c81e76c,Couchois,ES2,Pinot,St.Sernin-du-Plain,11-août-11,132,11,6,2,78,11,37
bb725a0c-70a7-4c41-ad18-c29e7b12ccf4,Maconnais,ADO,Gamay,St.Amour,11-août-11,143,9,3,2,85,15,37
70ebdce1-cc10-4eda-97a1-fab939f0956b,Maconnais,AUF,Gamay,St.Amour,11-août-11,152,8,3,2,95,18,31
f8e73ad1-4f21-47c4-970a-165cc70b373b,Maconnais,BRE,Chardonnay,Fuissé,11-août-11,147,9,6,2,8,15,31
cda7a187-3846-4532-aba4-c9dcd21c40a5,Maconnais,BUR,Chardonnay,Fuissé,11-août-11,147,8,8,3,16,7,9
a7e3bf89-f318-492d-ac7f-50737bef8745,Maconnais,DUF,Gamay,St.Amour,11-août-11,159,8,4,2,91,18,92
ee614c32-c49f-4d01-86f7-9772d9911de8,Maconnais,FER,Chardonnay,Fuissé,11-août-11,159,8,7,2,86,18,27
e167dfa1-a300-4340-944a-7bc16ac0c55b,Maconnais,LEB,Gamay,St.Amour,11-août-11,159,8,5,2,88,18,7
3f5aae30-2697-4996-989e-5a791a921623,Maconnais,VIN,Chardonnay,Fuissé,11-août-11,147,8,5,2,86,17,29
18d04854-2f05-4d9d-86ea-06ff49cf977d,Maranges,ES3,Pinot,Cheilly-les-Maranges,11-août-11,125,10,8,2,78,11,57
4ce0474e-f321-4231-87b8-47f94497e696,Maranges,ES4,Pinot,Cheilly-les-Maranges,11-août-11,130,11,8,2,7,11,1
ee0f1021-aee0-4574-8da4-cffc231262e8,Couchois,ES1,Pinot,St.Maurice-les-Couches,15-août-11,152,9,7,2,82,16,75
53b7ec70-2fb2-4591-9c96-80f535331376,Couchois,ES2,Pinot,St.Sernin-du-Plain,15-août-11,140,9,5,2,83,14,73
32517688-d18a-4207-83e9-272230efd375,Maconnais,ADO,Gamay,St.Amour,15-août-11,170,7,81,2,91,21,76
c7a0c423-2652-4e3c-be87-6abe010adca8,Maconnais,AUF,Gamay,St.Amour,15-août-11,168,7,22,3,3,23,26
a98051c1-6f7b-4950-a9f8-b1e2b37d4b0d,Maconnais,BRE,Chardonnay,Fuissé,15-août-11,171,7,37,2,87,23,2
9e3a3396-75f7-4f48-bbbf-ad28041e1459,Maconnais,BUR,Chardonnay,Fuissé,15-août-11,162,6,97,3,4,23,24
29ba68d3-1de5-4c0f-bfb5-2187bb086b2d,Maconnais,DUF,Gamay,St.Amour,15-août-11,174,7,57,2,96,22,98
15a8827c-e978-4081-9e98-18bd5b975231,Maconnais,FER,Chardonnay,Fuissé,15-août-11,172,7,14,2,92,24,8
e02bee7e-88d9-4331-9772-95fe2b05973e,Maconnais,LEB,Gamay,St.Amour,15-août-11,168,7,21,2,93,23,3
b6c79dd8-875d-400d-aebf-f090103b5153,Maconnais,VIN,Chardonnay,Fuissé,15-août-11,169,7,14,2,94,23,66
121e81af-d92c-458e-982e-0f011b4579d4,Maranges,ES3,Pinot,Cheilly-les-Maranges,15-août-11,140,9,3,2,83,15,5
c5684bec-3e5a-4b2e-81fa-64250f49bbca,Maranges,ES4,Pinot,Cheilly-les-Maranges,15-août-11,143,9,83,2,77,14,54
97bb30af-4acf-4459-a6aa-dd5a8540cf4b,Couchois,ES1,Pinot,St.Maurice-les-Couches,18-août-11,160,8,17,2,89,19,58
d36bcf5c-7572-4458-a7b6-313730d05b7b,Couchois,ES2,Pinot,St.Sernin-du-Plain,18-août-11,154,8,97,2,93,17,16
d09a08a9-38f3-4cab-8a75-a56fec0a8624,Maconnais,ADO,Gamay,St.Amour,18-août-11,182,7,61,2,96,23,91
5092000f-25ac-4e61-be55-36752194ccb7,Maconnais,AUF,Gamay,St.Amour,18-août-11,175,7,16,3,7,24,44
4be9186c-11de-4e88-b259-9185e4b0cb37,Maconnais,BRE,Chardonnay,Fuissé,18-août-11,170,7,54,2,89,22,54
e108e8e8-c4c9-4284-b6e4-babdf4951113,Maconnais,BUR,Chardonnay,Fuissé,18-août-11,175,6,59,3,1,26,55
8f82e7a7-7b76-4c26-a0f5-f692babd3754,Maconnais,DUF,Gamay,St.Amour,18-août-11,180,7,47,3,4,24,9
db999519-aa10-49c9-8a8e-70886e709957,Maconnais,FER,Chardonnay,Fuissé,18-août-11,182,7,11,2,96,25,59
8b5d507d-0792-4785-b16a-97e97e1fd8ab,Maconnais,LEB,Gamay,St.Amour,18-août-11,181,7,36,3,1,24,59
54ae07be-5292-46c9-918d-6727b17b99ae,Maconnais,VIN,Chardonnay,Fuissé,18-août-11,177,6,83,2,98,25,91
00998aea-30e0-4b5c-a253-a7c79ab92881,Maranges,ES3,Pinot,Cheilly-les-Maranges,18-août-11,128,9,38,2,85,13,64
12656fe5-775e-4fe1-aa4b-9c9d3556e7b1,Maranges,ES4,Pinot,Cheilly-les-Maranges,18-août-11,149,9,17,2,81,16,24
0e716639-6583-4add-8ff9-dbcac849f6e4,Couchois,ES1,Pinot,St.Maurice-les-Couches,22-août-11,178,7,11,3,1,25,3
6a2c0c73-16ed-40de-aafa-e99ed9ba526c,Couchois,ES2,Pinot,St.Sernin-du-Plain,22-août-11,162,8,8,3,5,20,4
04441049-fa77-4833-b0f9-82066c576200,Maconnais,ADO,Gamay,St.Amour,22-août-11,196,7,21,3,11,27,18
8941a098-2cd6-4638-83cb-81975849f158,Maconnais,AUF,Gamay,St.Amour,22-août-11,190,6,48,3,2,29,32
177d3b20-63e6-45dd-bcc2-4df355f3bab7,Maconnais,BRE,Chardonnay,Fuissé,22-août-11,196,6,18,3,5,31,71
52b2ba8c-9696-476d-99ee-8dd7cdbaa57d,Maconnais,BUR,Chardonnay,Fuissé,22-août-11,191,5,77,3,2,33,1
a5980c7b-bacb-4e09-aa1a-0331ea3b1ab2,Maconnais,DUF,Gamay,St.Amour,22-août-11,204,6,9,3,2,29,56
a59aa98e-2a2e-4e9f-8a63-72231d1b8e02,Maconnais,FER,Chardonnay,Fuissé,22-août-11,196,6,52,3,7,30,6
f7f248fe-d8dd-44c1-9d4e-8d7c63a643b7,Maconnais,LEB,Gamay,St.Amour,22-août-11,197,6,74,3,13,29,22
8b389a2f-43f0-42f8-ad91-a7b1c8bed8fe,Maconnais,VIN,Chardonnay,Fuissé,22-août-11,193,6,11,3,1,31,58
a2dd966f-0498-40e6-9b7d-3bb6b6a17284,Maranges,ES3,Pinot,Cheilly-les-Maranges,22-août-11,149,8,62,2,99,17,28
ad93e203-52d8-467f-8c16-00737a8da6b2,Maranges,ES4,Pinot,Cheilly-les-Maranges,22-août-11,164,7,88,2,92,20,81
9f058b0f-8ed4-4799-94f4-5e066a2bd87e,Couchois,ES1,Pinot,St.Maurice-les-Couches,25-août-11,196,6,25,3,1,31,36
fc671aea-2828-4f96-b727-14772b2ecede,Couchois,ES2,Pinot,St.Sernin-du-Plain,25-août-11,177,7,25,3,11,24,41
b0132b46-e09f-46ff-9595-fbb59796025e,Maconnais,ADO,Gamay,St.Amour,25-août-11,200,6,18,3,11,32,36
aba39946-b777-415a-ad1d-5a1fc76d874b,Maconnais,AUF,Gamay,St.Amour,25-août-11,206,6,19,3,11,33,27
14b98f6f-2e02-47d3-81c0-c9b13423f5c2,Maconnais,BRE,Chardonnay,Fuissé,25-août-11,189,5,44,3,8,34,74
d48f181f-6737-4ad0-b61d-79d7a2b52cfe,Maconnais,BUR,Chardonnay,Fuissé,25-août-11,190,5,52,3,18,34,42
8bf47db6-4e33-4802-af74-6164467ddccd,Maconnais,DUF,Gamay,St.Amour,25-août-11,202,6,9,3,14,33,16
7253fbec-3a6c-4d63-91c6-fc16f40b513b,Maconnais,FER,Chardonnay,Fuissé,25-août-11,198,5,53,3,11,35,8
346e30d5-9fb9-425c-898b-2544ba9a9572,Maconnais,LEB,Gamay,St.Amour,25-août-11,197,5,74,3,2,34,32
3ebd8602-7ed8-428d-8e2b-cd8368696006,Maconnais,VIN,Chardonnay,Fuissé,25-août-11,190,5,28,3,13,35,98
ddef2a00-c235-46fb-bd2e-27b328c8a476,Maranges,ES3,Pinot,Cheilly-les-Maranges,25-août-11,160,7,35,3,3,21,76
34709a40-0d01-45a4-a49a-23de011adfc4,Maranges,ES4,Pinot,Cheilly-les-Maranges,25-août-11,178,6,85,2,97,25,98
7dcec429-bc58-4c3c-8596-60ace859dfc9,Couchois,ES1,Pinot,St.Maurice-les-Couches,29-août-11,187,6,12,3,30,55,8
eb349ca8-f077-4ae1-baeb-639863a21552,Couchois,ES2,Pinot,St.Sernin-du-Plain,29-août-11,170,6,53,3,7,26,3
03a98972-74f1-4a3f-b625-cd23095f1816,Maconnais,ADO,Gamay,St.Amour,29-août-11,207,6,3,3,5,34,32
a52c618b-8bf0-46ff-990d-5956aef2d5a2,Maconnais,AUF,Gamay,St.Amour,29-août-11,205,5,14,3,15,39,88
